,date,price,asin,market
606,2016-08-29,0.0,B09GSWML11,us
607,2016-08-30,0.0,B09GSWML11,us
608,2016-08-31,0.0,B09GSWML11,us
609,2016-09-01,0.0,B09GSWML11,us
610,2016-09-02,0.0,B09GSWML11,us
611,2016-09-03,0.0,B09GSWML11,us
612,2016-09-04,0.0,B09GSWML11,us
613,2016-09-05,0.0,B09GSWML11,us
614,2016-09-06,0.0,B09GSWML11,us
615,2016-09-07,0.0,B09GSWML11,us
616,2016-09-08,0.0,B09GSWML11,us
617,2016-09-09,0.0,B09GSWML11,us
618,2016-09-10,0.0,B09GSWML11,us
619,2016-09-11,0.0,B09GSWML11,us
620,2016-09-12,0.0,B09GSWML11,us
621,2016-09-13,0.0,B09GSWML11,us
622,2016-09-14,0.0,B09GSWML11,us
623,2016-09-15,0.0,B09GSWML11,us
624,2016-09-16,0.0,B09GSWML11,us
625,2016-09-17,0.0,B09GSWML11,us
626,2016-09-18,0.0,B09GSWML11,us
627,2016-09-19,0.0,B09GSWML11,us
628,2016-09-20,0.0,B09GSWML11,us
629,2016-09-21,0.0,B09GSWML11,us
630,2016-09-22,0.0,B09GSWML11,us
631,2016-09-23,0.0,B09GSWML11,us
632,2016-09-24,0.0,B09GSWML11,us
633,2016-09-25,0.0,B09GSWML11,us
634,2016-09-26,0.0,B09GSWML11,us
635,2016-09-27,0.0,B09GSWML11,us
636,2016-09-28,0.0,B09GSWML11,us
637,2016-09-29,0.0,B09GSWML11,us
638,2016-09-30,0.0,B09GSWML11,us
639,2016-10-01,0.0,B09GSWML11,us
640,2016-10-02,0.0,B09GSWML11,us
641,2016-10-03,0.0,B09GSWML11,us
642,2016-10-04,0.0,B09GSWML11,us
643,2016-10-05,0.0,B09GSWML11,us
644,2016-10-06,0.0,B09GSWML11,us
645,2016-10-07,0.0,B09GSWML11,us
646,2016-10-08,0.0,B09GSWML11,us
647,2016-10-09,0.0,B09GSWML11,us
648,2016-10-10,0.0,B09GSWML11,us
649,2016-10-11,0.0,B09GSWML11,us
650,2016-10-12,0.0,B09GSWML11,us
651,2016-10-13,0.0,B09GSWML11,us
652,2016-10-14,0.0,B09GSWML11,us
653,2016-10-15,0.0,B09GSWML11,us
654,2016-10-16,0.0,B09GSWML11,us
655,2016-10-17,0.0,B09GSWML11,us
656,2016-10-18,0.0,B09GSWML11,us
657,2016-10-19,0.0,B09GSWML11,us
658,2016-10-20,0.0,B09GSWML11,us
659,2016-10-21,0.0,B09GSWML11,us
660,2016-10-22,0.0,B09GSWML11,us
661,2016-10-23,0.0,B09GSWML11,us
662,2016-10-24,0.0,B09GSWML11,us
663,2016-10-25,0.0,B09GSWML11,us
664,2016-10-26,0.0,B09GSWML11,us
665,2016-10-27,0.0,B09GSWML11,us
666,2016-10-28,0.0,B09GSWML11,us
667,2016-10-29,0.0,B09GSWML11,us
668,2016-10-30,0.0,B09GSWML11,us
669,2016-10-31,0.0,B09GSWML11,us
670,2016-11-01,0.0,B09GSWML11,us
671,2016-11-02,0.0,B09GSWML11,us
672,2016-11-03,0.0,B09GSWML11,us
673,2016-11-04,0.0,B09GSWML11,us
674,2016-11-05,0.0,B09GSWML11,us
675,2016-11-06,0.0,B09GSWML11,us
676,2016-11-07,0.0,B09GSWML11,us
677,2016-11-08,0.0,B09GSWML11,us
678,2016-11-09,0.0,B09GSWML11,us
679,2016-11-10,0.0,B09GSWML11,us
680,2016-11-11,0.0,B09GSWML11,us
681,2016-11-12,0.0,B09GSWML11,us
682,2016-11-13,0.0,B09GSWML11,us
683,2016-11-14,0.0,B09GSWML11,us
684,2016-11-15,0.0,B09GSWML11,us
685,2016-11-16,0.0,B09GSWML11,us
686,2016-11-17,0.0,B09GSWML11,us
687,2016-11-18,0.0,B09GSWML11,us
688,2016-11-19,0.0,B09GSWML11,us
689,2016-11-20,0.0,B09GSWML11,us
690,2016-11-21,0.0,B09GSWML11,us
691,2016-11-22,0.0,B09GSWML11,us
692,2016-11-23,0.0,B09GSWML11,us
693,2016-11-24,0.0,B09GSWML11,us
694,2016-11-25,0.0,B09GSWML11,us
695,2016-11-26,0.0,B09GSWML11,us
696,2016-11-27,0.0,B09GSWML11,us
697,2016-11-28,0.0,B09GSWML11,us
698,2016-11-29,0.0,B09GSWML11,us
699,2016-11-30,0.0,B09GSWML11,us
700,2016-12-01,0.0,B09GSWML11,us
701,2016-12-02,0.0,B09GSWML11,us
702,2016-12-03,0.0,B09GSWML11,us
703,2016-12-04,0.0,B09GSWML11,us
704,2016-12-05,0.0,B09GSWML11,us
705,2016-12-06,0.0,B09GSWML11,us
706,2016-12-07,0.0,B09GSWML11,us
707,2016-12-08,0.0,B09GSWML11,us
708,2016-12-09,0.0,B09GSWML11,us
709,2016-12-10,0.0,B09GSWML11,us
710,2016-12-11,0.0,B09GSWML11,us
711,2016-12-12,0.0,B09GSWML11,us
712,2016-12-13,0.0,B09GSWML11,us
713,2016-12-14,0.0,B09GSWML11,us
714,2016-12-15,0.0,B09GSWML11,us
715,2016-12-16,0.0,B09GSWML11,us
716,2016-12-17,0.0,B09GSWML11,us
717,2016-12-18,0.0,B09GSWML11,us
718,2016-12-19,0.0,B09GSWML11,us
719,2016-12-20,0.0,B09GSWML11,us
720,2016-12-21,0.0,B09GSWML11,us
721,2016-12-22,0.0,B09GSWML11,us
722,2016-12-23,0.0,B09GSWML11,us
723,2016-12-24,0.0,B09GSWML11,us
724,2016-12-25,0.0,B09GSWML11,us
725,2016-12-26,0.0,B09GSWML11,us
726,2016-12-27,0.0,B09GSWML11,us
727,2016-12-28,0.0,B09GSWML11,us
728,2016-12-29,0.0,B09GSWML11,us
729,2016-12-30,0.0,B09GSWML11,us
730,2016-12-31,0.0,B09GSWML11,us
731,2017-01-01,0.0,B09GSWML11,us
732,2017-01-02,0.0,B09GSWML11,us
733,2017-01-03,0.0,B09GSWML11,us
734,2017-01-04,0.0,B09GSWML11,us
735,2017-01-05,0.0,B09GSWML11,us
736,2017-01-06,0.0,B09GSWML11,us
737,2017-01-07,0.0,B09GSWML11,us
738,2017-01-08,0.0,B09GSWML11,us
739,2017-01-09,0.0,B09GSWML11,us
740,2017-01-10,0.0,B09GSWML11,us
741,2017-01-11,0.0,B09GSWML11,us
742,2017-01-12,0.0,B09GSWML11,us
743,2017-01-13,0.0,B09GSWML11,us
744,2017-01-14,0.0,B09GSWML11,us
745,2017-01-15,0.0,B09GSWML11,us
746,2017-01-16,0.0,B09GSWML11,us
747,2017-01-17,0.0,B09GSWML11,us
748,2017-01-18,0.0,B09GSWML11,us
749,2017-01-19,0.0,B09GSWML11,us
750,2017-01-20,0.0,B09GSWML11,us
751,2017-01-21,0.0,B09GSWML11,us
752,2017-01-22,0.0,B09GSWML11,us
753,2017-01-23,0.0,B09GSWML11,us
754,2017-01-24,0.0,B09GSWML11,us
755,2017-01-25,0.0,B09GSWML11,us
756,2017-01-26,0.0,B09GSWML11,us
757,2017-01-27,0.0,B09GSWML11,us
758,2017-01-28,0.0,B09GSWML11,us
759,2017-01-29,0.0,B09GSWML11,us
760,2017-01-30,0.0,B09GSWML11,us
761,2017-01-31,0.0,B09GSWML11,us
762,2017-02-01,0.0,B09GSWML11,us
763,2017-02-02,0.0,B09GSWML11,us
764,2017-02-03,0.0,B09GSWML11,us
765,2017-02-04,0.0,B09GSWML11,us
766,2017-02-05,0.0,B09GSWML11,us
767,2017-02-06,0.0,B09GSWML11,us
768,2017-02-07,0.0,B09GSWML11,us
769,2017-02-08,0.0,B09GSWML11,us
770,2017-02-09,0.0,B09GSWML11,us
771,2017-02-10,0.0,B09GSWML11,us
772,2017-02-11,0.0,B09GSWML11,us
773,2017-02-12,0.0,B09GSWML11,us
774,2017-02-13,0.0,B09GSWML11,us
775,2017-02-14,0.0,B09GSWML11,us
776,2017-02-15,0.0,B09GSWML11,us
777,2017-02-16,0.0,B09GSWML11,us
778,2017-02-17,0.0,B09GSWML11,us
779,2017-02-18,0.0,B09GSWML11,us
780,2017-02-19,0.0,B09GSWML11,us
781,2017-02-20,0.0,B09GSWML11,us
782,2017-02-21,0.0,B09GSWML11,us
783,2017-02-22,0.0,B09GSWML11,us
784,2017-02-23,0.0,B09GSWML11,us
785,2017-02-24,0.0,B09GSWML11,us
786,2017-02-25,0.0,B09GSWML11,us
787,2017-02-26,0.0,B09GSWML11,us
788,2017-02-27,0.0,B09GSWML11,us
789,2017-02-28,0.0,B09GSWML11,us
790,2017-03-01,0.0,B09GSWML11,us
791,2017-03-02,0.0,B09GSWML11,us
792,2017-03-03,0.0,B09GSWML11,us
793,2017-03-04,0.0,B09GSWML11,us
794,2017-03-05,0.0,B09GSWML11,us
795,2017-03-06,0.0,B09GSWML11,us
796,2017-03-07,0.0,B09GSWML11,us
797,2017-03-08,0.0,B09GSWML11,us
798,2017-03-09,0.0,B09GSWML11,us
799,2017-03-10,0.0,B09GSWML11,us
800,2017-03-11,0.0,B09GSWML11,us
801,2017-03-12,0.0,B09GSWML11,us
802,2017-03-13,0.0,B09GSWML11,us
803,2017-03-14,0.0,B09GSWML11,us
804,2017-03-15,0.0,B09GSWML11,us
805,2017-03-16,0.0,B09GSWML11,us
806,2017-03-17,0.0,B09GSWML11,us
807,2017-03-18,0.0,B09GSWML11,us
808,2017-03-19,0.0,B09GSWML11,us
809,2017-03-20,0.0,B09GSWML11,us
810,2017-03-21,0.0,B09GSWML11,us
811,2017-03-22,0.0,B09GSWML11,us
812,2017-03-23,0.0,B09GSWML11,us
813,2017-03-24,0.0,B09GSWML11,us
814,2017-03-25,0.0,B09GSWML11,us
815,2017-03-26,0.0,B09GSWML11,us
816,2017-03-27,0.0,B09GSWML11,us
817,2017-03-28,0.0,B09GSWML11,us
818,2017-03-29,0.0,B09GSWML11,us
819,2017-03-30,0.0,B09GSWML11,us
820,2017-03-31,0.0,B09GSWML11,us
821,2017-04-01,0.0,B09GSWML11,us
822,2017-04-02,0.0,B09GSWML11,us
823,2017-04-03,0.0,B09GSWML11,us
824,2017-04-04,0.0,B09GSWML11,us
825,2017-04-05,0.0,B09GSWML11,us
826,2017-04-06,0.0,B09GSWML11,us
827,2017-04-07,0.0,B09GSWML11,us
828,2017-04-08,0.0,B09GSWML11,us
829,2017-04-09,0.0,B09GSWML11,us
830,2017-04-10,0.0,B09GSWML11,us
831,2017-04-11,0.0,B09GSWML11,us
832,2017-04-12,0.0,B09GSWML11,us
833,2017-04-13,0.0,B09GSWML11,us
834,2017-04-14,0.0,B09GSWML11,us
835,2017-04-15,0.0,B09GSWML11,us
836,2017-04-16,0.0,B09GSWML11,us
837,2017-04-17,0.0,B09GSWML11,us
838,2017-04-18,0.0,B09GSWML11,us
839,2017-04-19,0.0,B09GSWML11,us
840,2017-04-20,0.0,B09GSWML11,us
841,2017-04-21,0.0,B09GSWML11,us
842,2017-04-22,0.0,B09GSWML11,us
843,2017-04-23,0.0,B09GSWML11,us
844,2017-04-24,0.0,B09GSWML11,us
845,2017-04-25,0.0,B09GSWML11,us
846,2017-04-26,0.0,B09GSWML11,us
847,2017-04-27,0.0,B09GSWML11,us
848,2017-04-28,0.0,B09GSWML11,us
849,2017-04-29,0.0,B09GSWML11,us
850,2017-04-30,0.0,B09GSWML11,us
851,2017-05-01,0.0,B09GSWML11,us
852,2017-05-02,0.0,B09GSWML11,us
853,2017-05-03,0.0,B09GSWML11,us
854,2017-05-04,0.0,B09GSWML11,us
855,2017-05-05,0.0,B09GSWML11,us
856,2017-05-06,0.0,B09GSWML11,us
857,2017-05-07,0.0,B09GSWML11,us
858,2017-05-08,0.0,B09GSWML11,us
859,2017-05-09,0.0,B09GSWML11,us
860,2017-05-10,0.0,B09GSWML11,us
861,2017-05-11,0.0,B09GSWML11,us
862,2017-05-12,0.0,B09GSWML11,us
863,2017-05-13,0.0,B09GSWML11,us
864,2017-05-14,0.0,B09GSWML11,us
865,2017-05-15,0.0,B09GSWML11,us
866,2017-05-16,0.0,B09GSWML11,us
867,2017-05-17,0.0,B09GSWML11,us
868,2017-05-18,0.0,B09GSWML11,us
869,2017-05-19,0.0,B09GSWML11,us
870,2017-05-20,0.0,B09GSWML11,us
871,2017-05-21,0.0,B09GSWML11,us
872,2017-05-22,0.0,B09GSWML11,us
873,2017-05-23,0.0,B09GSWML11,us
874,2017-05-24,0.0,B09GSWML11,us
875,2017-05-25,0.0,B09GSWML11,us
876,2017-05-26,0.0,B09GSWML11,us
877,2017-05-27,0.0,B09GSWML11,us
878,2017-05-28,0.0,B09GSWML11,us
879,2017-05-29,0.0,B09GSWML11,us
880,2017-05-30,0.0,B09GSWML11,us
881,2017-05-31,0.0,B09GSWML11,us
882,2017-06-01,0.0,B09GSWML11,us
883,2017-06-02,0.0,B09GSWML11,us
884,2017-06-03,0.0,B09GSWML11,us
885,2017-06-04,0.0,B09GSWML11,us
886,2017-06-05,0.0,B09GSWML11,us
887,2017-06-06,0.0,B09GSWML11,us
888,2017-06-07,0.0,B09GSWML11,us
889,2017-06-08,0.0,B09GSWML11,us
890,2017-06-09,0.0,B09GSWML11,us
891,2017-06-10,0.0,B09GSWML11,us
892,2017-06-11,0.0,B09GSWML11,us
893,2017-06-12,0.0,B09GSWML11,us
894,2017-06-13,0.0,B09GSWML11,us
895,2017-06-14,0.0,B09GSWML11,us
896,2017-06-15,0.0,B09GSWML11,us
897,2017-06-16,0.0,B09GSWML11,us
898,2017-06-17,0.0,B09GSWML11,us
899,2017-06-18,0.0,B09GSWML11,us
900,2017-06-19,0.0,B09GSWML11,us
901,2017-06-20,0.0,B09GSWML11,us
902,2017-06-21,0.0,B09GSWML11,us
903,2017-06-22,0.0,B09GSWML11,us
904,2017-06-23,0.0,B09GSWML11,us
905,2017-06-24,0.0,B09GSWML11,us
906,2017-06-25,0.0,B09GSWML11,us
907,2017-06-26,0.0,B09GSWML11,us
908,2017-06-27,0.0,B09GSWML11,us
909,2017-06-28,0.0,B09GSWML11,us
910,2017-06-29,0.0,B09GSWML11,us
911,2017-06-30,0.0,B09GSWML11,us
912,2017-07-01,0.0,B09GSWML11,us
913,2017-07-02,0.0,B09GSWML11,us
914,2017-07-03,0.0,B09GSWML11,us
915,2017-07-04,0.0,B09GSWML11,us
916,2017-07-05,0.0,B09GSWML11,us
917,2017-07-06,0.0,B09GSWML11,us
918,2017-07-07,0.0,B09GSWML11,us
919,2017-07-08,0.0,B09GSWML11,us
920,2017-07-09,0.0,B09GSWML11,us
921,2017-07-10,0.0,B09GSWML11,us
922,2017-07-11,0.0,B09GSWML11,us
923,2017-07-12,0.0,B09GSWML11,us
924,2017-07-13,0.0,B09GSWML11,us
925,2017-07-14,0.0,B09GSWML11,us
926,2017-07-15,0.0,B09GSWML11,us
927,2017-07-16,0.0,B09GSWML11,us
928,2017-07-17,0.0,B09GSWML11,us
929,2017-07-18,0.0,B09GSWML11,us
930,2017-07-19,0.0,B09GSWML11,us
931,2017-07-20,0.0,B09GSWML11,us
932,2017-07-21,0.0,B09GSWML11,us
933,2017-07-22,0.0,B09GSWML11,us
934,2017-07-23,0.0,B09GSWML11,us
935,2017-07-24,0.0,B09GSWML11,us
936,2017-07-25,0.0,B09GSWML11,us
937,2017-07-26,0.0,B09GSWML11,us
938,2017-07-27,0.0,B09GSWML11,us
939,2017-07-28,0.0,B09GSWML11,us
940,2017-07-29,0.0,B09GSWML11,us
941,2017-07-30,0.0,B09GSWML11,us
942,2017-07-31,0.0,B09GSWML11,us
943,2017-08-01,0.0,B09GSWML11,us
944,2017-08-02,0.0,B09GSWML11,us
945,2017-08-03,0.0,B09GSWML11,us
946,2017-08-04,0.0,B09GSWML11,us
947,2017-08-05,0.0,B09GSWML11,us
948,2017-08-06,0.0,B09GSWML11,us
949,2017-08-07,0.0,B09GSWML11,us
950,2017-08-08,0.0,B09GSWML11,us
951,2017-08-09,0.0,B09GSWML11,us
952,2017-08-10,0.0,B09GSWML11,us
953,2017-08-11,0.0,B09GSWML11,us
954,2017-08-12,0.0,B09GSWML11,us
955,2017-08-13,0.0,B09GSWML11,us
956,2017-08-14,0.0,B09GSWML11,us
957,2017-08-15,0.0,B09GSWML11,us
958,2017-08-16,0.0,B09GSWML11,us
959,2017-08-17,0.0,B09GSWML11,us
960,2017-08-18,0.0,B09GSWML11,us
961,2017-08-19,0.0,B09GSWML11,us
962,2017-08-20,0.0,B09GSWML11,us
963,2017-08-21,0.0,B09GSWML11,us
964,2017-08-22,0.0,B09GSWML11,us
965,2017-08-23,0.0,B09GSWML11,us
966,2017-08-24,0.0,B09GSWML11,us
967,2017-08-25,0.0,B09GSWML11,us
968,2017-08-26,0.0,B09GSWML11,us
969,2017-08-27,0.0,B09GSWML11,us
970,2017-08-28,0.0,B09GSWML11,us
971,2017-08-29,0.0,B09GSWML11,us
972,2017-08-30,0.0,B09GSWML11,us
973,2017-08-31,0.0,B09GSWML11,us
974,2017-09-01,0.0,B09GSWML11,us
975,2017-09-02,0.0,B09GSWML11,us
976,2017-09-03,0.0,B09GSWML11,us
977,2017-09-04,0.0,B09GSWML11,us
978,2017-09-05,0.0,B09GSWML11,us
979,2017-09-06,0.0,B09GSWML11,us
980,2017-09-07,0.0,B09GSWML11,us
981,2017-09-08,0.0,B09GSWML11,us
982,2017-09-09,0.0,B09GSWML11,us
983,2017-09-10,0.0,B09GSWML11,us
984,2017-09-11,0.0,B09GSWML11,us
985,2017-09-12,0.0,B09GSWML11,us
986,2017-09-13,0.0,B09GSWML11,us
987,2017-09-14,0.0,B09GSWML11,us
988,2017-09-15,0.0,B09GSWML11,us
989,2017-09-16,0.0,B09GSWML11,us
990,2017-09-17,0.0,B09GSWML11,us
991,2017-09-18,0.0,B09GSWML11,us
992,2017-09-19,0.0,B09GSWML11,us
993,2017-09-20,0.0,B09GSWML11,us
994,2017-09-21,0.0,B09GSWML11,us
995,2017-09-22,0.0,B09GSWML11,us
996,2017-09-23,0.0,B09GSWML11,us
997,2017-09-24,0.0,B09GSWML11,us
998,2017-09-25,0.0,B09GSWML11,us
999,2017-09-26,0.0,B09GSWML11,us
1000,2017-09-27,0.0,B09GSWML11,us
1001,2017-09-28,0.0,B09GSWML11,us
1002,2017-09-29,0.0,B09GSWML11,us
1003,2017-09-30,0.0,B09GSWML11,us
1004,2017-10-01,0.0,B09GSWML11,us
1005,2017-10-02,0.0,B09GSWML11,us
1006,2017-10-03,0.0,B09GSWML11,us
1007,2017-10-04,0.0,B09GSWML11,us
1008,2017-10-05,0.0,B09GSWML11,us
1009,2017-10-06,0.0,B09GSWML11,us
1010,2017-10-07,0.0,B09GSWML11,us
1011,2017-10-08,0.0,B09GSWML11,us
1012,2017-10-09,0.0,B09GSWML11,us
1013,2017-10-10,0.0,B09GSWML11,us
1014,2017-10-11,0.0,B09GSWML11,us
1015,2017-10-12,0.0,B09GSWML11,us
1016,2017-10-13,0.0,B09GSWML11,us
1017,2017-10-14,0.0,B09GSWML11,us
1018,2017-10-15,0.0,B09GSWML11,us
1019,2017-10-16,0.0,B09GSWML11,us
1020,2017-10-17,0.0,B09GSWML11,us
1021,2017-10-18,0.0,B09GSWML11,us
1022,2017-10-19,0.0,B09GSWML11,us
1023,2017-10-20,0.0,B09GSWML11,us
1024,2017-10-21,0.0,B09GSWML11,us
1025,2017-10-22,0.0,B09GSWML11,us
1026,2017-10-23,0.0,B09GSWML11,us
1027,2017-10-24,0.0,B09GSWML11,us
1028,2017-10-25,0.0,B09GSWML11,us
1029,2017-10-26,0.0,B09GSWML11,us
1030,2017-10-27,0.0,B09GSWML11,us
1031,2017-10-28,0.0,B09GSWML11,us
1032,2017-10-29,0.0,B09GSWML11,us
1033,2017-10-30,0.0,B09GSWML11,us
1034,2017-10-31,0.0,B09GSWML11,us
1035,2017-11-01,0.0,B09GSWML11,us
1036,2017-11-02,0.0,B09GSWML11,us
1037,2017-11-03,0.0,B09GSWML11,us
1038,2017-11-04,0.0,B09GSWML11,us
1039,2017-11-05,0.0,B09GSWML11,us
1040,2017-11-06,0.0,B09GSWML11,us
1041,2017-11-07,0.0,B09GSWML11,us
1042,2017-11-08,0.0,B09GSWML11,us
1043,2017-11-09,0.0,B09GSWML11,us
1044,2017-11-10,0.0,B09GSWML11,us
1045,2017-11-11,0.0,B09GSWML11,us
1046,2017-11-12,0.0,B09GSWML11,us
1047,2017-11-13,0.0,B09GSWML11,us
1048,2017-11-14,0.0,B09GSWML11,us
1049,2017-11-15,0.0,B09GSWML11,us
1050,2017-11-16,0.0,B09GSWML11,us
1051,2017-11-17,0.0,B09GSWML11,us
1052,2017-11-18,0.0,B09GSWML11,us
1053,2017-11-19,0.0,B09GSWML11,us
1054,2017-11-20,0.0,B09GSWML11,us
1055,2017-11-21,0.0,B09GSWML11,us
1056,2017-11-22,0.0,B09GSWML11,us
1057,2017-11-23,0.0,B09GSWML11,us
1058,2017-11-24,0.0,B09GSWML11,us
1059,2017-11-25,0.0,B09GSWML11,us
1060,2017-11-26,0.0,B09GSWML11,us
1061,2017-11-27,0.0,B09GSWML11,us
1062,2017-11-28,0.0,B09GSWML11,us
1063,2017-11-29,0.0,B09GSWML11,us
1064,2017-11-30,0.0,B09GSWML11,us
1065,2017-12-01,0.0,B09GSWML11,us
1066,2017-12-02,0.0,B09GSWML11,us
1067,2017-12-03,0.0,B09GSWML11,us
1068,2017-12-04,0.0,B09GSWML11,us
1069,2017-12-05,0.0,B09GSWML11,us
1070,2017-12-06,0.0,B09GSWML11,us
1071,2017-12-07,0.0,B09GSWML11,us
1072,2017-12-08,0.0,B09GSWML11,us
1073,2017-12-09,0.0,B09GSWML11,us
1074,2017-12-10,0.0,B09GSWML11,us
1075,2017-12-11,0.0,B09GSWML11,us
1076,2017-12-12,0.0,B09GSWML11,us
1077,2017-12-13,0.0,B09GSWML11,us
1078,2017-12-14,0.0,B09GSWML11,us
1079,2017-12-15,0.0,B09GSWML11,us
1080,2017-12-16,0.0,B09GSWML11,us
1081,2017-12-17,0.0,B09GSWML11,us
1082,2017-12-18,0.0,B09GSWML11,us
1083,2017-12-19,0.0,B09GSWML11,us
1084,2017-12-20,0.0,B09GSWML11,us
1085,2017-12-21,0.0,B09GSWML11,us
1086,2017-12-22,0.0,B09GSWML11,us
1087,2017-12-23,0.0,B09GSWML11,us
1088,2017-12-24,0.0,B09GSWML11,us
1089,2017-12-25,0.0,B09GSWML11,us
1090,2017-12-26,0.0,B09GSWML11,us
1091,2017-12-27,0.0,B09GSWML11,us
1092,2017-12-28,0.0,B09GSWML11,us
1093,2017-12-29,0.0,B09GSWML11,us
1094,2017-12-30,0.0,B09GSWML11,us
1095,2017-12-31,0.0,B09GSWML11,us
1096,2018-01-01,0.0,B09GSWML11,us
1097,2018-01-02,0.0,B09GSWML11,us
1098,2018-01-03,0.0,B09GSWML11,us
1099,2018-01-04,0.0,B09GSWML11,us
1100,2018-01-05,0.0,B09GSWML11,us
1101,2018-01-06,0.0,B09GSWML11,us
1102,2018-01-07,0.0,B09GSWML11,us
1103,2018-01-08,0.0,B09GSWML11,us
1104,2018-01-09,0.0,B09GSWML11,us
1105,2018-01-10,0.0,B09GSWML11,us
1106,2018-01-11,0.0,B09GSWML11,us
1107,2018-01-12,0.0,B09GSWML11,us
1108,2018-01-13,0.0,B09GSWML11,us
1109,2018-01-14,0.0,B09GSWML11,us
1110,2018-01-15,0.0,B09GSWML11,us
1111,2018-01-16,0.0,B09GSWML11,us
1112,2018-01-17,0.0,B09GSWML11,us
1113,2018-01-18,0.0,B09GSWML11,us
1114,2018-01-19,0.0,B09GSWML11,us
1115,2018-01-20,0.0,B09GSWML11,us
1116,2018-01-21,0.0,B09GSWML11,us
1117,2018-01-22,0.0,B09GSWML11,us
1118,2018-01-23,0.0,B09GSWML11,us
1119,2018-01-24,0.0,B09GSWML11,us
1120,2018-01-25,0.0,B09GSWML11,us
1121,2018-01-26,0.0,B09GSWML11,us
1122,2018-01-27,0.0,B09GSWML11,us
1123,2018-01-28,0.0,B09GSWML11,us
1124,2018-01-29,0.0,B09GSWML11,us
1125,2018-01-30,0.0,B09GSWML11,us
1126,2018-01-31,0.0,B09GSWML11,us
1127,2018-02-01,0.0,B09GSWML11,us
1128,2018-02-02,0.0,B09GSWML11,us
1129,2018-02-03,0.0,B09GSWML11,us
1130,2018-02-04,0.0,B09GSWML11,us
1131,2018-02-05,0.0,B09GSWML11,us
1132,2018-02-06,0.0,B09GSWML11,us
1133,2018-02-07,0.0,B09GSWML11,us
1134,2018-02-08,0.0,B09GSWML11,us
1135,2018-02-09,0.0,B09GSWML11,us
1136,2018-02-10,0.0,B09GSWML11,us
1137,2018-02-11,0.0,B09GSWML11,us
1138,2018-02-12,0.0,B09GSWML11,us
1139,2018-02-13,0.0,B09GSWML11,us
1140,2018-02-14,0.0,B09GSWML11,us
1141,2018-02-15,0.0,B09GSWML11,us
1142,2018-02-16,0.0,B09GSWML11,us
1143,2018-02-17,0.0,B09GSWML11,us
1144,2018-02-18,0.0,B09GSWML11,us
1145,2018-02-19,0.0,B09GSWML11,us
1146,2018-02-20,0.0,B09GSWML11,us
1147,2018-02-21,0.0,B09GSWML11,us
1148,2018-02-22,0.0,B09GSWML11,us
1149,2018-02-23,0.0,B09GSWML11,us
1150,2018-02-24,0.0,B09GSWML11,us
1151,2018-02-25,0.0,B09GSWML11,us
1152,2018-02-26,0.0,B09GSWML11,us
1153,2018-02-27,0.0,B09GSWML11,us
1154,2018-02-28,0.0,B09GSWML11,us
1155,2018-03-01,0.0,B09GSWML11,us
1156,2018-03-02,0.0,B09GSWML11,us
1157,2018-03-03,0.0,B09GSWML11,us
1158,2018-03-04,0.0,B09GSWML11,us
1159,2018-03-05,0.0,B09GSWML11,us
1160,2018-03-06,0.0,B09GSWML11,us
1161,2018-03-07,0.0,B09GSWML11,us
1162,2018-03-08,0.0,B09GSWML11,us
1163,2018-03-09,0.0,B09GSWML11,us
1164,2018-03-10,0.0,B09GSWML11,us
1165,2018-03-11,0.0,B09GSWML11,us
1166,2018-03-12,0.0,B09GSWML11,us
1167,2018-03-13,0.0,B09GSWML11,us
1168,2018-03-14,0.0,B09GSWML11,us
1169,2018-03-15,0.0,B09GSWML11,us
1170,2018-03-16,0.0,B09GSWML11,us
1171,2018-03-17,0.0,B09GSWML11,us
1172,2018-03-18,0.0,B09GSWML11,us
1173,2018-03-19,0.0,B09GSWML11,us
1174,2018-03-20,0.0,B09GSWML11,us
1175,2018-03-21,0.0,B09GSWML11,us
1176,2018-03-22,0.0,B09GSWML11,us
1177,2018-03-23,0.0,B09GSWML11,us
1178,2018-03-24,0.0,B09GSWML11,us
1179,2018-03-25,0.0,B09GSWML11,us
1180,2018-03-26,0.0,B09GSWML11,us
1181,2018-03-27,0.0,B09GSWML11,us
1182,2018-03-28,0.0,B09GSWML11,us
1183,2018-03-29,0.0,B09GSWML11,us
1184,2018-03-30,0.0,B09GSWML11,us
1185,2018-03-31,0.0,B09GSWML11,us
1186,2018-04-01,0.0,B09GSWML11,us
1187,2018-04-02,0.0,B09GSWML11,us
1188,2018-04-03,0.0,B09GSWML11,us
1189,2018-04-04,0.0,B09GSWML11,us
1190,2018-04-05,0.0,B09GSWML11,us
1191,2018-04-06,0.0,B09GSWML11,us
1192,2018-04-07,0.0,B09GSWML11,us
1193,2018-04-08,0.0,B09GSWML11,us
1194,2018-04-09,0.0,B09GSWML11,us
1195,2018-04-10,0.0,B09GSWML11,us
1196,2018-04-11,0.0,B09GSWML11,us
1197,2018-04-12,0.0,B09GSWML11,us
1198,2018-04-13,0.0,B09GSWML11,us
1199,2018-04-14,0.0,B09GSWML11,us
1200,2018-04-15,0.0,B09GSWML11,us
1201,2018-04-16,0.0,B09GSWML11,us
1202,2018-04-17,0.0,B09GSWML11,us
1203,2018-04-18,0.0,B09GSWML11,us
1204,2018-04-19,0.0,B09GSWML11,us
